Year,Crocodile Reference Number,Date Sighted,Crocodile of Concern,Resolved crocodile of concern,Crocodile confirmed by EHP officer,Zones 1 or 2,Crocodile Management Plan, Local Government Authority,"Crocodile Management Plan Zone Objectives (Zone 1 - Remove; Zone 2 - remove crocodiles 2 m and greater or aggressive crocodile, Zone 2 - CAIRNS; Zone 3 - remove crocodiles of concern)",South of the  Boyne River,Crocodile attack or behaving aggressively,Location or crocodile behaviour is a threat,crocodile prevention barrier and stock ,"crocodile urban management area  (CUMA), Gladstone, Mackay, Rockhampton Local Government Authorities",Describe COC assessment,Outcome,Date crocodile removed,Is there an imminent threat to human safety,date of contact with EHP,"Species,freshwater(Crocodylus johnstoni), estuarine ( Crocodylus porsus)",number of crocodiles,size of largest crocodile (m) (estimate),were tracks left,nest or slide present,location of Crocodile,latitude,longitude,name of river creek beach or waterhole,"type of habitat e.g. vegetated land, open water, mad/mangroves, sand",nearest public area,"public use type e.g. swimming, fishing, boating, camping",intensity of use at time of sighting,additional comments intensity of use,all parts of crocodile exposed,eye part of crocodile exposed,head part of crocodile exposed,tail part of crocodile exposed,head and back part of crocodile exposed,gait high,gait sliding,gait running,gait walking,gait swimming,moving quickly or slowly,direction of travel of crocodile,Is the crocodile 2 m or greater,Is the croc in a well known habitat,Is the crocodile moving through,food source fish frame,food source abbattoir,food source crab pots,food source smelly bins,food source boat ramp,food source dugong,food source turtle,Food Animal carcass
2011,2011187,3/6/2011,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,3/6/2011,Crocodylus porsus,1,1.5,no,no,"Saltwater Creek, near PCYC in Manoora",-16.90478,145.750247,Saltwater Creek,sand bank in tidal mangrove waterway,PCYC gym and park area,"Walking tracks around creek, some fishing",moderate,n/a,yes,no,no,no,no,no,yes,no,no,no,slowly,Stationary,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2011,2011188,3/6/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,no further action,n/a,n/a,3/6/2011,Crocodylus porsus,1,no data,unknown,unknown,"The crocodile was reported as seen in Dempster Creek, not far from the creek mouth. Dempster Creek is located at the southern end of Midge Point Beach, approximately 35 km from Proserpine. The croc was reported as floating stationary in the water of the creek.",-20.673973,148.704964,Dempster Creek,Crocodile was reported in waters of Dempster Creek. Vegetation on creek banks is predominantly mangrove.,The Travellers Rest Caravan and Camping Park is approximately 2.5 km from the reported sighting. The adjacent beach and creek itself are also used by the public.,The creek is used for fishing and boating including the used of crab pots. The Caravan Park is used for camping.,moderate,The beach and creek areas are regularly used by locals. The Caravan Park advised that the number of visitors has not been as high as usual because of low tourism.,no,yes,yes,no,no,no,no,no,no,yes,stationary,unknown,n/a,n/a,n/a,yes,no,yes,no,no,no,no,n/a
2011,2011189,31/05/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,yes,no,no,no,The observer reported aggressive behaviour as the crocodile moved quickly toward the vessel after sunning itself on the inlet bank.,n/a,n/a,n/a,6/6/2011,Crocodylus porsus,1,4.5,no,no,"Un-named inlet in Repulse Bay, running into Conway National Park. This inlet is adjacent to The Inlet and Conway Creek (8km east of Conway Beach).",-20.450306,148.811445,"Un-named inlet in Repulse Bay, running into Conway National Park.",The croc was seen basking on a muddy bank with surrounding mangrove vegetation.,Wilson Beach and Conway Beach are the nearest public beaches. Conway National Park is also used by the public.,"A boat ramp is located at Wilson Beach with both Wilson and Conway Beach being used for fishing and boating. Conway National Park has a number of walking tracks and park facilities including campgrounds at the northern end of the park. As the sighting was reported at the southern end of the park (in thick mangrove vegetation), the nearest public facility within the park is approximately 12 km from the crocodile sighting. The inlet and surrounding waters of Repulse Bay are also used for boating and fishing.",low,The surrounding area of Repluse Bay is commonly used by boats.,yes,no,no,no,no,no,no,no,no,yes,quickly,Crocodile was reported to have moved from sunning on bank quickly towards vessel.,n/a,n/a,n/a,yes,no,no,no,no,no,yes,n/a
2011,2011190,6/6/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,Being a rural property adjoining a creek making the land holders aware of any dangers and with proper signage this situation could be rectified. Dan informed Joe of being croc wise at all times and to pass it on to his children and grandchildren.,n/a,n/a,n/a,7/6/2011,Crocodylus porsus,1,0.9 - 1.2,unknown,no,Small creek on back yard of Joes property,-17.61228,146.04742,Unnamed tributary of Moresby Creek.,Swampy creek at rear of property.Partilally tree lined with areas that could be inundated with water during stream rises,esidential area to the east and south and the road bridge and rail bridge are used for fishing,Private houses and children fishing in drain at railway crossing and road crossing.,low,The person was told  about possible signage in the area and best placement of such.Also informed him about being croc wise with himself and his grandchildren,yes,no,no,no,no,no,yes,no,no,no,stationary,Into water and submerged.,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2011,2011191,7/6/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,The animal has been reported to be roughly 2-3m's and in an area where if current conditions do not change it is likely to hang around for the stable food source.,n/a,n/a,n/a,8/6/2011,Crocodylus porsus,0,2.0 - 3.0,unknown,unknown,"The mouth of Francis Creek (also known as Bamboo Creek) on Palm Island, swimming around the local boat ramp.",-18.711627,146.589707,Francis Creek (also known as Bamboo Creek),"Creek mouth, mangroves",Public use boat ramp and adjacent camping area,Fishing,moderate,n/a,no,no,no,no,yes,no,no,no,no,no,slowly,The animal was seen in the same location hours after.,n/a,n/a,n/a,yes,no,no,no,yes,no,yes,n/a
2011,2011192,9/6/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,10/6/2011,Crocodylus porsus,1,1.0 - 1.5,no,no,North Johnstone River near rowing club pontoon,-17.516339,146.029973,North Johnstone River,Tidal estuary,Innisfail rowing club,Rowing,low,n/a,yes,no,no,no,no,no,no,no,no,yes,slowly,Crocodile moved from bank to water,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2011,2011193,12/6/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,12/6/2011,Crocodylus porsus,1,2,no,no,"Michelle sighted the crocodile from bridge that runs over Reef Park Estate at St Crispins Avenue, facing north-northwest; croc was in the water. Michelle was walking at the time.",-16.521654,145.463818,"water runs from estuary, three lakes run into the one - it was in the first lake",n/a,"foothpath 10m from waters edge and runs right beside lake, Sheraton Mirage golf course also nearby","Michelle noted a 3yo boy was present with parents, boy had feet in water fishing, parents 5m away. Michelle said the crocodile looked to be only 20-30m away from where the boy was. Cyclists also riding in the area.",moderate,"While moderate use at the time, it was advised this is a popular fishing spot used every day and night.",no,no,yes,yes,no,no,no,no,no,yes,slowly,"towards shoreline, heading in an easterly direction.",n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2011,2011194,14/06/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,removed,n/a,n/a,14/06/2011,Crocodylus porsus,1,1.5,unknown,unknown,"Creek bank, Dalton St, Cairns",-16.940004,145.749748,Moodys Creek,Creek through residential,Residential and walking path,Walking possible fishing,moderate,n/a,yes,no,no,no,no,no,no,no,no,no,stationary,Submerged when disturbed.,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2011,2011195,9/6/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,No data,no further action,n/a,n/a,9/6/2011,Crocodylus porsus,1,1.2 - 1.5,no,no,"Taylor Street boat ramp, Tully Heads.",-18.018752,146.051667,Small inlet off Tully River,Mud and mangroves.,Taylor street boat ramp at Tully Heads.,Fishing and boating,moderate,Ramp is an all weather access to Tully River depending on tides,yes,no,no,no,no,no,no,no,no,no,stationary,Floating with the tide.,n/a,n/a,n/a,yes,no,no data,no,yes,no,no,n/a
2011,2011196,13/06/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,"1. The crocodile was sighted in the Boyne River, not south of the Boyne River
2. Estimated to be about 2 metres in length;
3. Mr. Meehan is certain he wouldn't mistake a croc. He has seen them many times in the wild during many holiday trips to the Cape and to Darwin. He has been a regular visitor to croc farms, both at Rockhampton and Darwin, and has tagged croc skulls, which he purchased at the farms, at home on display.",n/a,n/a,n/a,13/06/2011,Crocodylus porsus,1,2,no,no,In the Boyne River adjacent to where Edward Street comes down and meets Tarcoola Drive Boyne Island,-23.958225,151.35582,Boyne River,Tidal River,The twin communities of Boyne Island and Tannum Sands are on either side of the river adjacent to the area of the sighting. On the Tannum side there are houses with yards down to the waters edge.,"There are public parks and cycle paths along either side of the river bank. The river is regularly used by commercial and recreational fishers, both in boats and from the shore.",high,"At the time of the sighting, there was a fishing competition, the Boyne Tannum HookUp in progress, with upwards of 4,000 entrants fishing the rivers, estuaries and offshore reefs, both boat and shore based.",no,yes,no,no,yes,no,no,no,no,yes,no data,Swimming slowly down river.,n/a,n/a,n/a,yes,no,no,no,yes,no,yes,n/a
2011,2011197,15/06/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,15/06/2011,Crocodylus porsus,1,1,unknown,unknown,"Footbridge near corner of Fearnley St and Minnie St, Cairns",-16.924321,145.760623,Waterway off Smith's Creek,Small Creek,Parramatta Park Primary School,Kids walking to school along footpath and fishing,high,n/a,yes,no,no,no,no,no,no,no,no,no,stationary,Despite disturbance crocodile didn't move.,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2011,2011198,20/06/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,20/06/2011,Crocodylus porsus,1,2,no,no,"At Dead Man's Gully, on opposite bank sunning itself, in between Clifton Beach and Palm Cove, Cairns.",-16.762488,145.673819,Dead man's Gully,no data,Development area,"Pedestrian walking path, bikeriding, people walking dogs.",moderate,n/a,yes,no,no,no,no,no,no,no,no,no,slowly,Seen basking on opposite side of bank,n/a,n/a,n/a,no,no,yes,no,no,no,no,n/a
2011,2011199,20/06/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,The wittness believes that the alledged croc may have been trying to attack him as he had been standing close to the waters edge. He describes being splashed by water from the animal.,n/a,n/a,n/a,21/06/2011,unknown,1,unknown,no,no,Bank of Rollingstone Creek. Approximately 60m east of the Fisherman's Landing shop (a few hundred metres from the mouth) or 250m from Balgal boatramp.,-19.0094,146.405,Rollingstone Creek,Creek,Boatramp. Fish and Chip shop. Local park.,moderate use by fishermen and sightseers,moderate,n/a,no,no,no,no,no,no,no,no,no,yes,no data,no data,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2011,2011200,1/6/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"If a 3m crocodile had been present, it could have posed a threat to public safety. However the animal has not been reported as being seen further. Mr Canning stated he thought it may have been moving through from Lockhardt Creek to the South.",n/a,n/a,n/a,22/06/2011,Crocodylus porsus,1,3,no,no,Earth boat ramp at Toomulla,-19.075746,146.47007,Near mouth of Saltwater Creek,Mangrove,Earth boat ramp,"Fishing, boating",high,Children reported seeing crocodile on ramp - no adults saw the reported animal,yes,no,no,no,no,no,no,no,no,no,slowly,Resting on earth boat ramp.,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2011,2011201,12/6/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,The size of the animal is unknown at this point and even though croc waring signs are in the area locals have been know to swim at this location.,n/a,n/a,n/a,22/06/2011,unknown,1,unknown,no,no,"Bottom of Barron Gorge, close to township of Caravonica. Area known to locals as ""Lake Placid.""",-16.869497,145.67222,"Barron Gorge - area known to locals as ""Lake Placid.","Open water lake with still water, downstream of rapids",Barron Gorge recreation area. Township of Caravonica.,Swimming and boating,moderate,n/a,no,no,yes,no,no,no,no,no,no,yes,quickly,John has reported seeing the eyes of a crocodile and believes that the croc was basking with only it's head out of the water. When he approcahed within 3-4 meters by kayak the croc moved quickly into the water and dissappeared.,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2011,2011202,21/06/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"The wittness is very confident that his small dog was taken by a crocodile that frequents the area. He states that this croc has previously taken 1 of his dogs (incident caught on camera), and possibly also a neighbours dog. He is concerned that this croc has become too confident and may pose a risk to other dogs and small children in the area. Note that this animal is described as the largest of two crocs in the area.",n/a,n/a,n/a,23/06/2011,Crocodylus porsus,1,4,no,unknown,Private boatramp at Lot 13 Southside Bloomfield River.,-15.936125,145.3466583,Bloomfield River,Creek with high mudbank and scrub.,"Private boat ramp on property, other public boat ramps along river. Small town of Ayton is short distance upriver.","Boat use, tinnies, occasional fishing off jetty.",moderate,n/an,no,no,no,no,no,no,no,no,no,no,no data,n/a,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2011,2011203,25/06/2011,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,yes,no,no,"The Crocodiles location poses a potential threat as with any dangerous animal, however the crocodile is only estimated to be 1.5m in length and has not displayed any aggressive behaviour. It is a known crocodile habitat. Permanent Warning signs are in the area.",capture,n/a,n/a,25/06/2011,Crocodylus porsus,1,1.5,no,no,Basking on Slipway bank directly behind the Estiddford hall on Greenslope Street.,-16.904551,145.747418,Part of the Centenary Lakes system.,Mud/ Mangroves,"Local Hall, with the Botanic Gardens just over the road on Greenslope Street. Bike Track on opposite side of bank.",People walk around the area regulary and over the weekend there is a concert on at the Hall.,moderate,"The person said although the animal is small and seemed to be only basking in the sun, he had concerns that there was a concert on at the hall and that the kids were quite interested in the animal.",yes,no,no,no,no,yes,no,no,no,no,stationary,N/A as animal was stationary,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2011,2011204,24/06/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"Any dangerous animal poses a potential threat, but the person reporting the sighting could not give me much details and he sighted the animal yesterday and could not give me an exact time or specific location. Permanant warning signs are in the area and it is a well known crocodile habitat.",n/a,n/a,n/a,25/06/2011,Crocodylus porsus,1,3,no,no,"On bank near Bluewater Canal, that comes off Yorkey's Knob Inlet.",-16.805239,145.710554,Bluewater Canal/Yorkey's Knob,Mangroves,"Marina, walking tracks on opposing side of estimated sighting location.","Fishing, boating",low,n/a,yes,no,no,no,no,yes,no,no,no,no,stationary,"Animal was stationary, up on bank.",n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2011,2011205,23/06/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,24/06/2011,Crocodylus porsus,1,2.4,no,no,"Just north of the Five Mile camping area, not in obvious view.",-14.53344679,143.8258288,Five Mile Creek,Tidal water,Five Mile camping area,"Camping, boating and fishing",low,The animal was teeming with maggots. Estimated has been dead between 3 and 5 days.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,stationary,n/a,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2011,2011206,9/7/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,9/7/2011,Crocodylus porsus,1,1.5,unknown,unknown,"on bank in fearnley st drain, near corner Minnie and Fearnley Sts",-16.92494,145.761326,Fearnley St drain,Open drain,"school, houses",residential foot traffic,low,low,yes,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,sunning on bank,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2011,2011207,14/07/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,14/07/2011,Crocodylus johnstoni,1,1.2,unknown,unknown,"Smith's Creek run-off, adjacent to Minnie St, Cairns",-16.924275,145.76057,n/a,"Small run-off creek in residential area, some riparian scrub.","Residential area, primary school.",Walking bridge,moderate,n/a,yes,no data,no data,no data,no data,no data,no data,no data,no data,no data,stationary,n/a,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2011,2011208,18/07/2011,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,no,yes,no,no,"The crocodile was seen at 12.30am on the 18/07/11 by a passing motorist opposite Stegals Chicken processing plant. Two police Officers reponded and caught the animal and took it back to the Mareeba Station. A wildlife carrier, Mr Jim Goldsmith was asked to look after the animal until the appropriate authorities were able to deal with the animal.",n/a,n/a,n/a,18/07/2011,Crocodylus johnstoni,1,1.46,no,no,Mareeba,-16.978114,145.416185,n/a,"Road side, short grass",Mareeba township,Public road/ reserve,low,Animal was seen by a motorist ajacent to Stegals chicken processing plant.,yes,no,no,no,no,no,no,no,no,no,stationary,Stationary,n/a,n/a,n/a,no,yes,no,no,no,no,no,n/a
2011,2011209,12/7/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,15/07/2011,Crocodylus porsus,1,1.8,yes,yes,"The crocodile was reported on the bank of Murray Creek, approximately 150 metres upstream from the boat ramp.",-20.903887,148.838809,Murray Creek,The crocodile was reported basking on the muddy bank which is surrounded by mangroves and other vegetation.,The crocodile was reported as approximately 150 metres from the boat ramp. The creek is used by the public for fishing and boating. Nearby creeks are also used for this purpose.,"Fishing, boating and use of crab pots.",moderate,Local members of the public use the creek daily for boating and fishing but would not be considered a 'high' use area.,yes,no,no,no,no,no,yes,no,no,no,no data,"Moving at a moderate pace. The crocodile slid into the water after seeing Mr Mackenzie's boat approach. The crocodile promptly slid into the water and swam at a moderate pace in the opposite direction of the boat, keeping very close to the creek bank.",n/a,n/a,n/a,yes,no,yes,no,yes,no,no,n/a
2011,2011210,19/07/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,Mr. Falzon estimates that the crocodile was about 8 foot long (i.e. 2.4m),n/a,n/a,n/a,21/07/2011,Crocodylus porsus,1,2.4,no,no,Boyne River at the Bray Park boat ramp pontoon,-23.942008,151.354488,Boyne River,"Tidal river, mud and mangroves",Bray Park boat ramp jetty and pontoon,"Swimming, fishing, boating, crabbing,",low,"On the previous Monday (18JUL11), during a Student Free Day for school, I had observed and spoken to several teenage boys who were fishing, swimming, paddling on the pontoon, jetty and boat ramp about not throwing their rubbish and old bait into the water.",no,no,no,no,yes,no,no,no,no,yes,slowly,down river,n/a,n/a,n/a,yes,no,yes,no,yes,no,yes,n/a
2011,2011211,19/07/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,yes,Mr Falzon estimates that the crocodile was about 8 foot long (i.e 2.4m).,n/a,n/a,n/a,19/07/2011,Crocodylus porsus,1,2.4,no,no,Boyne River - at the Bray Park boat ramp pontoon,-23.942008,151.354488,Boyne River,"Tidal river, mud and mangroves",Bray Park boat ramp jetty and pontoon,"swimming, fishing, boating, crabbing",low,"On the previous Monday (18JUL11), during a Student Free Day for school, I had observed and spoken to several teenage boys who were fishing, swimming, paddling on the pontoon, jetty and boat ramp about not throwing their rubbish and old bait into the water.",no,no,no,no,yes,no,no,no,no,yes,slowly,Down river,n/a,n/a,n/a,yes,no,yes,no,yes,no,yes,n/a
2011,2011212,24/07/2011,no,n/a,no,n/a,n/a,n/a,n/a,yes,no,no,no,no,The Burnett River is approximately 150km south of the Boyne River. The animal is described as being only 1.5 feet long and would not present a significant threat to human safety. If the animal is a crocodile it is outside of the known range of crocodiles and is most likely to have been placed in the river by someone. There is previous history of this happening in the Bundaberg area.,n/a,n/a,n/a,25/07/2011,unknown,1,0.5,no,unknown,"In the Sandy Hook area, freshwater reaches of the Burnett River, Bundaberg.",-24.8966,152.2716,Burnett River,Freshwater river above weir. Adjacent to rural land and rural residential properties.,Water ski club and public boat ramp. Adjacent residential houses.,"fishing, boating, water skiing, canoeing",high,"The sighting location is frequently visited by locals for fishing, boating and walking dogs in the riverside grassed area.",no,no,no,no,yes,no,no,no,no,yes,slowly,Approximately 5 meters off the river bank floating on the surface. Only observed at this range for 30 seconds. Reported seeing the head and back of the animal. Observed the animal again 30 mins later towards the middle of the river using spotlight to detect eyeshine. Only saw the head this time. Distance would have been 30 metres plus.,n/a,n/a,n/a,yes,no,no,no,no data,yes,no,n/a
2011,2011213,4/8/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,This crocodile has been observed in the area previously. Gold Course staff are aware of its presence.,n/a,n/a,n/a,4/8/2011,Crocodylus porsus,1,1.2,no,no,Yorkeys Knob - Half Moon Bay Golf Course,-16.808028,145.716219,Observed to be in golf course lagoon 1,Artificial lagoon supplemented with water from waste treatment plant.,Golf course,"golf, fishing, walking. The area is not fenced off to the public. The MOP reported that small children frequent the area from time to time.",moderate,At time of call no other persons were in the area as it was late in the afternoon.,no,yes,yes,yes,no,no,no,no,no,yes,slowly,Along lagoon edge,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2011,2011214,3/8/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"The croc was reported to be on the strand at Townsville, a popular swimming and recreational use area.",n/a,n/a,n/a,3/8/2011,unknown,1,2.0 - 2.5,no,yes,The Strand- Townsville - At main beach close to the Surf Life Saving Slub,-19.245826,146.812095,The Strand,Modified breachfront,Public use area with beach and park nearby,"swimming, fishing, walking",high,Life guard station on site - beach closed until further notice.,no,no,no,no,no,no,no,no,no,no,no data,South-east towards Tobruk Pool,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2011,2011215,5/8/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,There is an inherent risk with crocodiles however a large crocodile does not represent an elevated risk over any other scenario and the animal has not been reported to have demonstrated any behaviour of concern.,n/a,n/a,n/a,5/8/2011,Crocodylus porsus,1,4.5-5.0,no,unknown,Russell River - between Deeral boat ramp and the residential properties approximately 1km downstream.,-17.218221,145.927164,Russell River,An open area in the mangroves lining the river bank,"Franklin Islander Jerry, Deeral boat or residential properties.","fishing, boating, water based activities",low,Do not believe you could access the basking site by any other means other than vessel approach,yes,no,no,no,no,no,no,no,no,no,no data,Nil - animal just sat there as vessel passed by within 50 feet,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2011,2011216,4/8/2011,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,no,yes,no,no,"TheCrocodylus johnstonicrocodiles in the Ross River are a known introduced population.
The species is not known for aggressive behaviour, and unless someone encroaches into their territory, they are not a threat to human health and safety.",n/a,n/a,n/a,8/8/2011,Crocodylus johnstoni,3,2,no,no,Ross River - South of Loam Island boat ramp on the river bank,-19.3469,146.7319,"2 of the crocodiles were located on the banks of the river adjacent to the jet ski boys near the boat ramp.
The other crocodile was located on the banks of the river a further 500-700m south of this.",no data,Loam Island boat ramp,Recreational boating and water skiing,no data,n/a,yes,no data,no data,no data,no data,no data,no data,no data,no data,no data,stationary,stationary,n/a,n/a,n/a,no data,no data,no data,no data,no data,no data,no data,n/a
2011,2011217,7/8/2011,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,no,no,no,No data,n/a,n/a,n/a,7/8/2011,No data,1,4.5,no,no,"in water - Mowbray River. Sighted from jetty near Captain Cook Highway/Mowbray River bridge. (NB: access road to jetty is via old (unnamed) road coming off CCH, 2m after bridge crossing.)",-16.552864,145.481783,Mowbray River,"fishing jetty, mangroves, dirt and trees",Aside from jetty itself - Brooke advised Oak Beach,jetty is a popular fishing spot,low,Only the person and her partner were fishing at the time the crocodile was sighted. (No fish were caught by them.),no data,no data,no data,no data,yes,no data,no data,no data,no data,yes,no data,unknown,n/a,n/a,n/a,no data,no data,no data,no data,no data,no data,no data,n/a
2011,2011218,8/8/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,No data,no further action,n/a,n/a,9/8/2011,Crocodylus porsus,1,3,no,no,person reporting  the sighting stated it was in  water - bewtween Double and Scout Hat Islands.,-16.729366,145.691146,"""state waters"" off Palm Cove Beach (between Double and Scout Hat Island",open water,"Palm Cove Beach, public jetty","jetty is a popular fishing spot, beach popular swimming",low,Sighted from kayak he was in and said it swam towards his partners kayak and she moved away fast and he said it then turned around and nudged the rear  of his kayak.  they then left the area quickly and reported to lifeguards on duty.  He also stated the life guard had no interest.,no data,no data,yes,yes,yes,no data,no data,no data,no data,yes,slowly,unknown,n/a,n/a,n/a,no data,no data,no data,no data,no data,no data,no data,n/a
2011,2011219,6/8/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"This creek is popular with recreational fisherman, and is known crocodile habitat. The behaviour of the crocodile approaching a group of people could be cause for concern, however the crocodile did only move in the directio of the fisherman to about 40m, with no further sightings made.

There is permanenet crocodile warning signs at the boat ramp, and at Balgal beach, near the mouth of Rollingstone Creek.",no further action,n/a,n/a,8/8/2011,Crocodylus porsus,1,n/a,no,no,Balgal Beach,-19.0125,146.4046,Rollingstone Creek - near fishermans landing,Beach/mangrove . Crocodile was approx 50m upstream from the mouth of the creek,Balgal Beach and Balgal beach caravan park,"Carvan park, fishing, boating",moderate,n/a,no data,yes,no data,no data,no data,no data,no data,no data,no data,yes,slowly,"Crocodile moved, at a slow pace, towards the group of men whilst they were fishing on the bank, up to a distance of about 40m at most.",n/a,n/a,n/a,yes,no data,yes,no data,no data,no data,no data,n/a
2011,2011220,9/8/2011,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,no,no,no,The location is in reasonably close proximity to private and public infrastructure however the river is well known natural crocodile habitat.,no further action,n/a,n/a,9/8/2011,Crocodylus porsus,1,3.5,no,no,Mulgrave River. Animal was sighted inbetween the public and commercial jetties which are approx 450m apart. The sighting location is approx 600m downstream of the Deeral boat ramp.,-17.218482,145.926475,Mulgrave River,"Tidal estuarine river system. mud banks exposed on low tide, mangroves present.",Public and commercial jetties approx 200m in either direction of the basking area. Public boat ramp is approx 600m upstream of the basking site. Ross road runs close to the bank of the river at the sighting location.,"fishing, boating",moderate,n/a,yes,no data,no data,no data,no data,no data,no data,no data,no data,no data,slowly,animal slid of bank into water,n/a,n/a,n/a,no data,no data,no data,no data,no data,no data,no data,n/a
2011,2011221,13/08/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"Any Estaurine crocodile has the potential to be a threat to human safety, however this animal was showing no signs of aggressive behaviour, when it went passed the boats it submerged and then swam off in the direction of the open water. It was also sighted within well known crocodile habitat. Recent Sighting signs will be put up for a period of seven days and if there is further sighting reports then I recommend a spotlight over the area should be carried out through the week. Permanent Crocodile Warning sign located at boat ramp.",no further action,n/a,n/a,13/08/2011,Crocodylus porsus,1,2,no,no,"Alligator Creek, near river mouth - heading out towards sea.",-19.304582,146.930552,"Alligator Creek, South of Townsville","open water, near sandbank","Boat ramp, Cleveland palms (closed-gate community)",fishing/ boating,moderate,"two boats that were anchored spotted the animal swimming past, it submerged momentarily then re-appeared and headed towards the open ocean. Was sighted also sunning itself on a sandbank, but as soon as a boat came close it returned to the water.",no data,no data,no data,no data,yes,no data,no data,no data,no data,yes,slowly,"Easterly direction, out to sea",n/a,n/a,n/a,yes,no data,no data,no data,no data,no data,no data,n/a
2011,2011222,16/08/2011,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"The proximity to the beach could make the crocodile a risk to human safety, however it is unusual that further reports for such a large animal were not received by QPWS or SLSQ.",no further action,n/a,n/a,16/08/2011,Crocodylus porsus,1,4.0 - 5.0,no,no,In front of C bar on the strand,-19.249,146.8156,Townsville Strand,Coastal beach,Strand beach area,"swimming, boating",moderate,"Report was initially received by SLSQ, however the information provided was limited and contact details of the caller were not provided.
During site assessment by QPWS staff members of the public approached officers advising that they had seen a croc about 1030 that morning off the C bar with an approximate size of 4-5m heading in a southerly direction. It was also noted that a number of turtles were also seen at the same time in the same area.",no data,no data,no data,no data,yes,no data,no data,no data,no data,yes,slowly,south,n/a,n/a,n/a,no data,no data,no data,no data,no data,no data,no data,n/a
